Nationality	Applicant_Type	Service_Center	Category	Application_Filed	USCIS_Received_Date	USCIS_Notice_Date	I-140_Filing	Processing_Type	RFE_Received	RFE_Received_Date	Reason_RFE	RFE_Replied_Date	Application_Status	Approval_Denial_Date
Pakistan	primary	Texas	EB2-NIW	10/1/10	10/1/10	10/1/10	non-concurrent	regular	no	.	.	.	approved	3/15/11
Tajikistan	primary	Texas	EB2	9/20/10	9/21/10	10/1/10	concurrent	regular	no	.	.	.	pending	.
Indonesia	primary	Nebraska	EB2	9/14/10	9/14/10	10/1/10	concurrent	regular	no	.	.	.	approved	11/22/10
Pakistan	primary	Texas	EB2	9/20/10	9/20/10	10/1/10	concurrent	regular	no	.	.	.	approved	12/4/10
Mexico	primary	Texas	EB3	9/29/10	9/29/10	10/1/10	non-concurrent	regular	no	.	.	.	approved	5/2/11
India	primary	Texas	EB2	9/7/10	9/9/10	9/30/10	non-concurrent	regular	no	.	.	.	approved	5/20/11
India	primary	Texas	EB3	9/27/10	9/28/10	9/30/10	non-concurrent	regular	.	.	.	.	approved	1/15/11
India	primary	Texas	EB1B	9/7/10	9/9/10	9/30/10	concurrent	regular	yes	7/19/11	"About employer financial abili... <a title=""About employer financial ability, W-2, pay-stubs and offer letter"" href=""/usa-immigration-trackers/discuss/i140/15936"">more</a>"	8/1/11	approved	8/9/11
India	primary	Texas	EB3	9/25/10	9/30/10	9/30/10	non-concurrent	regular	no	.	.	.	approved	5/2/11
Canada	primary	Nebraska	EB1C	9/10/10	9/30/10	9/30/10	concurrent	regular	no	.	.	.	approved	11/18/10
India	primary	Nebraska	EB2	9/9/10	9/9/10	9/30/10	concurrent	premium	.	.	.	.	approved	10/13/10
France	primary	Texas	EB2	9/14/10	9/16/10	9/30/10	concurrent	regular	no	.	.	.	approved	12/27/10
Colombia	primary	Texas	EB2	9/28/10	9/29/10	9/30/10	concurrent	premium	.	.	.	.	approved	10/2/10
China	primary	Nebraska	EB2	9/26/10	9/28/10	9/29/10	non-concurrent	regular	yes	12/27/10	ability to pay	.	pending	.
India	primary	Texas	EB1B	9/6/10	9/10/10	9/29/10	non-concurrent	premium	no	.	.	.	approved	9/30/10
Israel	primary	Nebraska	EB2	9/2/10	9/3/10	9/29/10	concurrent	regular	no	.	.	.	approved	10/26/10
India	primary	Texas	EB2	6/21/10	9/23/10	9/28/10	non-concurrent	premium	no	.	.	.	approved	9/28/10
Brazil	primary	Texas	EB1C	9/20/10	9/24/10	9/28/10	concurrent	regular	no	.	.	.	approved	5/16/11
India	primary	Nebraska	EB2	9/27/10	9/28/10	9/28/10	non-concurrent	premium	no	.	.	.	approved	9/30/10
India	primary	Texas	EB2	9/22/10	9/24/10	9/28/10	non-concurrent	regular	no	.	.	.	approved	3/15/11
United Kingdom	primary	Nebraska	EB2-NIW	8/31/10	9/2/10	9/28/10	concurrent	regular	no	.	.	.	approved	10/21/10
Sri Lanka	primary	Texas	EB2-NIW	9/27/10	9/27/10	9/27/10	non-concurrent	regular	no	.	.	.	approved	9/12/11
India	primary	Texas	EB2	9/27/10	9/29/10	9/27/10	non-concurrent	regular	yes	6/13/11	"Upgraded to Premium, got addre... <a title=""Upgraded to Premium, got address verification, got my Green card on 30th Jan 2012."" href=""/usa-immigration-trackers/discuss/i140/15982"">more</a>"	.	approved	6/23/11
India	primary	Texas	EB2	9/20/10	9/27/10	9/27/10	non-concurrent	regular	.	.	.	.	approved	4/22/11
South Korea	primary	Texas	EB2-NIW	9/3/10	9/27/10	9/27/10	concurrent	regular	no	.	.	.	approved	3/24/11
India	primary	Nebraska	EB2	9/24/10	9/22/10	9/27/10	non-concurrent	regular	no	.	.	.	pending	.
Philippines	primary	Texas	EB2	4/23/10	9/24/10	9/27/10	non-concurrent	regular	no	.	.	.	pending	.
Philippines	primary	Nebraska	EB2	9/13/10	9/13/10	9/27/10	non-concurrent	regular	yes	12/13/10	"missing signatories and overla... <a title=""missing signatories and overlapping employment"" href=""/usa-immigration-trackers/discuss/i140/15051"">more</a>"	1/13/11	approved	1/24/11
India	primary	Texas	EB2	9/17/10	9/21/10	9/27/10	non-concurrent	premium	yes	3/21/11	"Education Evaluation Report / ... <a title=""Education Evaluation Report / Most Recent Pay Stub / W2 for 2009 &amp; 2010"" href=""/usa-immigration-trackers/discuss/i140/14955"">more</a>"	3/30/11	approved	3/31/11
India	primary	Texas	EB2	9/17/10	9/21/10	9/27/10	non-concurrent	premium	.	.	.	.	approved	10/1/10
India	primary	Texas	EB2	9/20/10	9/21/10	9/27/10	non-concurrent	premium	.	.	.	.	approved	9/28/10
India	primary	Nebraska	EB2	8/9/10	8/13/10	9/26/10	non-concurrent	regular	no	.	.	.	approved	11/5/10
Russia	primary	Texas	EB2	9/21/10	9/22/10	9/25/10	concurrent	regular	yes	2/8/11	"Petitioner&#039;s ability to p... <a title=""Petitioner&#039;s ability to pay"" href=""/usa-immigration-trackers/discuss/i140/14870"">more</a>"	2/26/11	approved	3/5/11
India	primary	Texas	EB2	4/17/10	4/19/10	9/24/10	non-concurrent	regular	yes	8/30/10	"Proof that the company can pay... <a title=""Proof that the company can pay me the salary. Requested my W2"" href=""/usa-immigration-trackers/discuss/i140/18079"">more</a>"	9/18/10	approved	9/24/10
India	primary	Texas	EB2-NIW	9/18/10	9/20/10	9/24/10	non-concurrent	regular	.	.	.	.	approved	8/26/11
Unknown	primary	Texas	EB2-NIW	8/25/10	8/30/10	9/24/10	concurrent	regular	no	.	.	.	approved	2/18/11
India	primary	Texas	EB3	9/22/10	9/24/10	9/24/10	non-concurrent	regular	no	.	.	.	approved	4/26/11
South Africa	primary	Texas	EB2-NIW	9/14/10	9/21/10	9/24/10	concurrent	regular	.	.	.	.	pending	.
Pakistan	primary	Texas	EB2-NIW	9/22/10	9/23/10	9/24/10	non-concurrent	regular	no	.	.	.	approved	8/16/11
India	primary	Texas	EB3	9/21/10	9/22/10	9/24/10	non-concurrent	premium	yes	9/30/10	Company ability to pay.	10/28/10	approved	11/1/10
India	primary	Texas	EB2	9/23/10	9/24/10	9/24/10	non-concurrent	premium	no	.	.	.	approved	10/5/10
South Korea	primary	Texas	EB2-NIW	9/23/10	9/23/10	9/23/10	concurrent	regular	no	.	.	.	approved	4/21/11
India	primary	Nebraska	EB2	9/16/10	9/17/10	9/23/10	non-concurrent	regular	yes	12/16/10	A2P	.	pending	.
India	primary	Texas	EB2	9/17/10	9/22/10	9/23/10	concurrent	regular	no	.	.	.	approved	1/31/11
India	primary	Nebraska	EB2	9/20/10	9/22/10	9/23/10	non-concurrent	regular	no	.	.	.	approved	12/14/10
India	primary	Texas	EB2	9/21/10	9/22/10	9/22/10	non-concurrent	regular	no	.	.	.	approved	3/4/11
India	primary	Texas	EB1A	9/20/10	9/20/10	9/22/10	non-concurrent	regular	no	.	.	.	pending	.
United Kingdom	primary	Nebraska	EB2	9/21/10	9/21/10	9/22/10	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB1A	9/20/10	9/22/10	9/22/10	non-concurrent	regular	no	.	.	.	approved	12/13/10
Pakistan	primary	Texas	EB2	9/17/10	9/21/10	9/22/10	non-concurrent	premium	no	.	.	.	approved	9/24/10
India	primary	Texas	EB3	9/21/10	9/22/10	9/22/10	non-concurrent	premium	.	.	.	.	approved	10/4/10
India	primary	Nebraska	EB2	9/17/10	9/17/10	9/21/10	non-concurrent	regular	yes	7/26/11	Approved	2/11/11	approved	7/26/11
India	primary	Texas	EB3	9/21/10	9/21/10	9/21/10	non-concurrent	regular	.	.	.	.	pending	.
Nigeria	primary	Texas	EB2-NIW	9/15/10	9/15/10	9/21/10	non-concurrent	regular	.	.	.	.	approved	9/21/11
India	primary	Texas	EB2	9/17/10	9/17/10	9/21/10	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB2	9/8/10	9/9/10	9/21/10	non-concurrent	regular	.	.	.	.	approved	5/31/11
South Korea	primary	Nebraska	EB2	8/25/10	8/31/10	9/21/10	concurrent	regular	no	.	.	.	approved	12/7/10
India	primary	Nebraska	EB2	9/16/10	9/20/10	9/20/10	non-concurrent	regular	no	.	.	.	approved	1/29/11
India	primary	Texas	EB2	8/19/10	9/15/10	9/19/10	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Vermont	EB2	9/10/10	9/15/10	9/18/10	non-concurrent	premium	no	.	.	.	approved	1/21/11
India	primary	Texas	EB2	9/16/10	10/17/10	9/17/10	non-concurrent	regular	.	.	.	.	pending	.
India	primary	Nebraska	EB2	8/30/10	8/31/10	9/17/10	non-concurrent	regular	no	.	.	.	approved	11/24/10
Canada	primary	Nebraska	EB1B	8/24/10	8/25/10	9/16/10	concurrent	regular	.	.	.	.	pending	.
India	primary	Nebraska	EB1C	8/24/10	8/25/10	9/16/10	concurrent	regular	no	.	.	.	approved	10/29/10
Canada	primary	Nebraska	EB2	9/14/10	9/15/10	9/16/10	non-concurrent	regular	no	.	.	.	approved	10/19/10
India	primary	Texas	EB1C	8/24/10	8/26/10	9/16/10	concurrent	regular	yes	12/2/10	"My company is undergoing a mer... <a title=""My company is undergoing a merger and USCIS has asked for more surrounding the merger. They have also asked for revised onsite and offshore org charts"" href=""/usa-immigration-trackers/discuss/i140/14898"">more</a>"	12/29/10	approved	3/2/11
India	primary	Texas	EB2	9/14/10	9/14/10	9/15/10	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB2	9/10/10	9/13/10	9/15/10	non-concurrent	regular	no	.	.	.	approved	5/2/11
Unknown	primary	Texas	EB1C	8/20/10	8/23/10	9/15/10	concurrent	regular	.	.	.	.	approved	1/7/11
Germany	primary	Nebraska	EB1A	9/14/10	9/15/10	9/15/10	non-concurrent	premium	no	.	.	.	approved	9/16/10
India	primary	Nebraska	EB1B	9/14/10	9/14/10	9/14/10	non-concurrent	premium	yes	9/21/10	"Applied only in 3 criteria, ch... <a title=""Applied only in 3 criteria, challenged all criteria.Need &quot;objective documentary evidence&quot; &amp; &quot;international acclaim&quot;, &quot;RFE follows Kazarian two part analysis format&quot;"" href=""/usa-immigration-trackers/discuss/i140/15036"">more</a>"	10/27/10	approved	11/1/10
India	primary	Nebraska	EB2	9/8/10	9/10/10	9/13/10	non-concurrent	regular	no	.	.	.	approved	11/30/10
India	primary	Texas	EB2	8/20/10	8/24/10	9/13/10	concurrent	regular	.	.	.	.	approved	11/29/10
India	primary	Texas	EB3	9/13/10	9/13/10	9/13/10	non-concurrent	regular	.	.	.	.	approved	4/25/11
India	primary	Texas	EB2	9/9/10	9/13/10	9/13/10	concurrent	premium	.	.	.	.	pending	.
India	primary	Texas	EB2	9/6/10	9/9/10	9/12/10	non-concurrent	regular	.	.	.	.	approved	5/17/11
India	primary	Nebraska	EB2	9/1/10	9/2/10	9/12/10	non-concurrent	regular	no	.	.	.	approved	12/20/10
India	primary	Nebraska	EB2	8/10/10	9/10/10	9/12/10	non-concurrent	regular	no	.	.	.	approved	11/15/10
India	primary	Texas	EB1A	9/10/10	9/10/10	9/11/10	concurrent	regular	no	.	.	.	pending	.
Kazakhstan	primary	Texas	EB2	8/20/10	8/21/10	9/11/10	concurrent	regular	.	.	.	.	approved	1/7/11
India	primary	Texas	EB2	9/9/10	9/9/10	9/11/10	non-concurrent	regular	yes	5/12/11	"1) Employers ability to pay2... <a title=""1) Employers ability to pay2) All w2&#039;s3) Confused with ad posted for PERM. So, they asked for clarification"" href=""/usa-immigration-trackers/discuss/i140/14805"">more</a>"	5/26/11	approved	6/1/11
Turkey	primary	Texas	EB2	8/18/10	8/19/10	9/10/10	concurrent	regular	no	.	.	.	pending	.
India	primary	Nebraska	EB2	9/9/10	9/10/10	9/10/10	non-concurrent	premium	no	.	.	.	approved	9/14/10
Kenya	primary	Nebraska	EB2-NIW	8/17/10	8/19/10	9/10/10	concurrent	regular	no	.	.	.	approved	10/19/10
India	primary	Texas	EB2	9/7/10	9/9/10	9/9/10	non-concurrent	premium	no	.	.	.	approved	1/31/11
India	primary	Texas	EB2	9/7/10	9/8/10	9/8/10	non-concurrent	regular	yes	4/20/11	A2P	5/20/11	approved	6/7/11
India	primary	Texas	EB2	8/31/10	9/1/10	9/8/10	non-concurrent	regular	no	.	.	.	approved	4/22/11
South Korea	primary	Texas	EB2-NIW	9/8/10	9/8/10	9/8/10	concurrent	regular	no	.	.	.	approved	11/17/10
India	primary	Texas	EB3	9/2/10	9/8/10	9/8/10	non-concurrent	premium	no	.	.	.	approved	9/15/10
Jordan	primary	Nebraska	EB2	8/11/10	8/17/10	9/8/10	concurrent	regular	.	.	.	.	approved	11/9/10
Canada	primary	Texas	EB2	7/28/10	8/27/10	9/7/10	non-concurrent	regular	no	.	.	.	approved	5/5/11
India	primary	Nebraska	EB2	9/3/10	9/7/10	9/7/10	non-concurrent	premium	no	.	.	.	approved	9/21/10
Taiwan	primary	Nebraska	EB2	8/31/10	9/2/10	9/7/10	concurrent	premium	.	.	.	.	approved	9/7/10
India	primary	Texas	EB2	8/26/10	8/27/10	9/7/10	non-concurrent	premium	.	.	.	.	approved	2/11/11
India	primary	Texas	EB3	9/1/10	9/3/10	9/3/10	non-concurrent	regular	no	.	.	.	approved	4/26/11
Canada	primary	Texas	EB1A	9/2/10	9/2/10	9/3/10	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB2-NIW	9/2/10	9/3/10	9/3/10	non-concurrent	regular	no	.	.	.	approved	4/28/11
India	primary	Nebraska	EB2	8/22/10	8/24/10	9/3/10	non-concurrent	regular	no	.	.	.	approved	4/5/11
India	primary	Nebraska	EB2	9/2/10	9/2/10	9/3/10	non-concurrent	regular	no	.	.	.	approved	12/29/10
Philippines	primary	Nebraska	EB2	7/16/10	7/30/10	9/3/10	concurrent	regular	no	.	.	.	approved	9/15/10
India	primary	Texas	EB2	8/20/10	8/20/10	9/2/10	non-concurrent	premium	.	.	.	.	approved	9/2/10
India	primary	Texas	EB2	9/1/10	9/2/10	9/2/10	non-concurrent	premium	yes	1/25/11	" Ability to Pay -- requesting ... <a title="" Ability to Pay -- requesting to prove ability to pay as of priority date. Tax returns for 2010 and certified account statements or 2009 and 2010 W2s."" href=""/usa-immigration-trackers/discuss/i140/15475"">more</a>"	2/15/11	approved	2/24/11
India	primary	Nebraska	EB2	8/28/10	8/30/10	9/2/10	non-concurrent	regular	.	.	.	.	approved	12/17/10
India	primary	Nebraska	EB2	9/1/10	9/1/10	9/2/10	concurrent	premium	yes	9/13/10	"Employer&#039;s Tax returns an... <a title=""Employer&#039;s Tax returns and P&amp;L statement and my latest pay stubs"" href=""/usa-immigration-trackers/discuss/i140/14791"">more</a>"	9/24/10	approved	9/30/10
United Kingdom	primary	Texas	EB3	7/7/09	7/10/09	9/1/10	non-concurrent	regular	.	.	.	.	approved	9/1/10
India	primary	Vermont	EB3	6/21/10	8/24/10	9/1/10	non-concurrent	premium	no	.	.	.	approved	9/1/10
India	primary	Texas	EB1B	8/30/10	8/30/10	9/1/10	concurrent	premium	yes	9/26/10	To show International acclaim	10/23/10	approved	11/4/10
India	primary	Texas	EB2	9/1/10	9/1/10	9/1/10	non-concurrent	premium	.	.	.	.	approved	9/8/10
Unknown	primary	Texas	EB2	8/31/10	9/1/10	9/1/10	concurrent	premium	yes	9/8/10	"1) Employer Ability to Pay... <a title=""1) Employer Ability to Pay2) Education evaluation requested3) Masters degree certificate requested."" href=""/usa-immigration-trackers/discuss/i140/14719"">more</a>"	9/30/10	approved	10/5/10
India	primary	Nebraska	EB1B	6/8/10	6/9/10	9/1/10	non-concurrent	regular	yes	7/23/10	"The RFE has questioned all the... <a title=""The RFE has questioned all the 4 criteria that I applied under. They have asked things that we have already submitted."" href=""/usa-immigration-trackers/discuss/i140/14338"">more</a>"	8/25/10	approved	9/1/10
India	primary	Nebraska	EB2	8/27/10	8/30/10	8/31/10	non-concurrent	regular	no	.	.	.	approved	12/3/10
Canada	primary	Nebraska	EB2	8/4/10	8/11/10	8/31/10	concurrent	regular	no	.	.	.	approved	10/9/10
India	primary	Nebraska	EB2	8/23/10	8/24/10	8/31/10	non-concurrent	regular	.	.	.	.	approved	12/15/10
India	primary	Texas	EB2	5/5/10	5/6/10	8/30/10	non-concurrent	premium	no	.	.	.	approved	8/30/10
India	primary	Texas	EB1A	8/29/10	8/30/10	8/30/10	concurrent	regular	yes	7/1/11	.	.	pending	.
India	primary	Texas	EB3	8/29/10	8/30/10	8/30/10	non-concurrent	regular	no	.	.	.	approved	4/22/11
India	primary	Texas	EB2	8/30/10	8/27/10	8/30/10	non-concurrent	regular	no	.	.	.	approved	5/17/11
Unknown	primary	Texas	EB2	8/28/10	8/28/10	8/28/10	concurrent	regular	.	.	.	.	approved	12/3/10
Bangladesh	primary	Texas	EB2-NIW	8/27/10	8/27/10	8/27/10	non-concurrent	regular	no	.	.	.	approved	6/28/11
India	primary	Texas	EB3	8/26/10	8/26/10	8/27/10	non-concurrent	regular	no	.	.	.	approved	4/21/11
India	primary	Texas	EB3	8/24/10	8/24/10	8/26/10	non-concurrent	regular	no	.	.	.	approved	4/12/11
India	primary	Texas	EB2	8/24/10	8/25/10	8/26/10	non-concurrent	regular	.	.	.	.	approved	4/18/11
China	primary	Texas	EB2	8/23/10	8/24/10	8/26/10	non-concurrent	regular	.	.	.	.	approved	10/25/10
India	primary	Texas	EB2	8/25/10	8/26/10	8/26/10	non-concurrent	premium	no	.	.	.	approved	9/1/10
India	primary	Nebraska	EB3	6/29/10	7/1/10	8/26/10	non-concurrent	regular	.	.	.	.	approved	8/26/10
Poland	primary	Texas	EB3	6/10/07	6/18/07	8/25/10	concurrent	regular	yes	8/25/10	"employer taxes and proof of my... <a title=""employer taxes and proof of my work experience and my primary school diploma"" href=""/usa-immigration-trackers/discuss/i140/18835"">more</a>"	9/1/10	approved	10/22/10
India	primary	Nebraska	EB2	8/23/10	8/25/10	8/25/10	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB3	8/18/10	8/23/10	8/25/10	non-concurrent	regular	.	.	.	.	approved	3/30/11
Malaysia	primary	Nebraska	EB2	8/18/10	8/19/10	8/25/10	concurrent	premium	yes	8/23/10	"Need copy of Professional Cert... <a title=""Need copy of Professional Certification"" href=""/usa-immigration-trackers/discuss/i140/14705"">more</a>"	8/24/10	approved	8/25/10
India	primary	Nebraska	EB2	8/24/10	8/24/10	8/25/10	non-concurrent	regular	yes	3/21/10	"1. Certification proof in my a... <a title=""1. Certification proof in my area of expertise.2. Need transcript of my MS as my diploma only says M.S. and not Electrical Engineering.3. Ability to pay proof required."" href=""/usa-immigration-trackers/discuss/i140/14674"">more</a>"	3/31/11	approved	4/5/11
Canada	primary	Nebraska	EB2	8/23/10	8/24/10	8/25/10	non-concurrent	premium	no	.	.	.	approved	8/25/10
India	primary	Texas	EB2	8/23/10	8/23/10	8/24/10	concurrent	regular	.	.	.	.	pending	.
India	primary	Texas	EB2	8/17/10	8/18/10	8/24/10	non-concurrent	premium	no	.	.	.	approved	8/27/10
India	primary	Texas	EB1C	8/12/10	8/13/10	8/24/10	concurrent	regular	yes	11/29/10	.	12/30/10	approved	1/10/11
.	primary	Texas	EB2	8/18/10	8/18/10	8/23/10	concurrent	premium	no	.	.	.	approved	10/6/10
India	primary	Texas	EB3	8/18/10	8/19/10	8/23/10	non-concurrent	regular	.	.	.	.	pending	.
India	primary	Texas	EB2	8/17/10	8/17/10	8/23/10	non-concurrent	regular	.	.	.	.	approved	3/18/11
India	primary	Nebraska	EB2	8/16/10	8/18/10	8/23/10	non-concurrent	premium	no	.	.	.	approved	8/30/10
Thailand	primary	Texas	EB2-NIW	8/17/10	8/20/10	8/20/10	concurrent	regular	.	.	.	.	pending	.
India	primary	Texas	EB2	8/14/10	8/20/10	8/20/10	non-concurrent	regular	.	.	.	.	approved	3/28/11
India	primary	Texas	EB2	8/19/10	8/20/10	8/20/10	non-concurrent	premium	no	.	.	.	approved	9/28/10
India	primary	Texas	EB2	8/6/10	8/9/10	8/19/10	non-concurrent	regular	yes	4/30/11	Ability to pay	5/30/11	approved	8/1/11
India	primary	Texas	EB2	8/18/10	8/18/10	8/19/10	non-concurrent	regular	.	.	.	.	pending	.
Iran	primary	Texas	EB2-NIW	7/20/10	7/21/10	8/19/10	non-concurrent	regular	no	.	.	.	approved	3/8/11
Pakistan	primary	Nebraska	EB2	8/14/10	8/16/10	8/19/10	concurrent	regular	no	.	.	.	approved	11/29/10
India	primary	Texas	EB2-NIW	8/17/10	8/18/10	8/19/10	concurrent	regular	yes	5/26/11	Very Generic RFE	6/25/11	approved	10/4/11
India	primary	Nebraska	EB2	8/18/10	8/19/10	8/19/10	non-concurrent	premium	yes	8/24/10	Experience  letters	8/30/10	approved	9/3/10
South Korea	primary	Texas	EB1B	6/21/10	7/1/10	8/19/10	non-concurrent	premium	yes	7/9/10	"1. Why are there so may co-aut... <a title=""1. Why are there so may co-authours in his publications?2. Regarding the sponsor&#039;s financial and structural questions"" href=""/usa-immigration-trackers/discuss/i140/14632"">more</a>"	.	approved	8/19/10
Iran	primary	Nebraska	EB2	8/13/10	8/16/10	8/19/10	concurrent	regular	.	.	.	.	pending	.
India	primary	Nebraska	EB3	8/15/10	8/16/10	8/18/10	non-concurrent	regular	yes	.	.	.	approved	7/26/11
India	primary	Nebraska	EB3	8/15/10	8/16/10	8/18/10	non-concurrent	regular	.	.	.	.	approved	3/15/11
India	primary	Nebraska	EB3	8/10/10	8/18/10	8/18/10	non-concurrent	regular	.	.	.	.	approved	12/13/10
Jamaica	primary	Texas	EB3	8/17/10	8/17/10	8/18/10	non-concurrent	regular	.	.	.	.	approved	3/21/11
India	primary	Nebraska	EB2	8/15/10	8/16/10	8/18/10	non-concurrent	regular	no	.	.	.	approved	3/23/11
Japan	primary	Nebraska	EB1A	8/16/10	8/18/10	8/18/10	concurrent	regular	no	.	.	.	approved	9/8/10
Venezuela	primary	Texas	EB2	8/13/10	8/16/10	8/18/10	concurrent	premium	no	.	.	.	approved	8/18/10
India	primary	Nebraska	EB3	8/15/10	8/17/10	8/18/10	non-concurrent	regular	yes	10/8/10	"Submit copies of Newspaper and... <a title=""Submit copies of Newspaper and Online postings for the position and copies of notice of filing the application with the permanent employment certification."" href=""/usa-immigration-trackers/discuss/i140/14659"">more</a>"	10/18/10	approved	10/25/10
India	primary	Texas	EB2	8/11/10	8/12/10	8/18/10	concurrent	premium	no	.	.	.	approved	8/18/10
China	primary	Texas	EB2-NIW	8/6/10	8/10/10	8/17/10	non-concurrent	regular	no	.	.	.	approved	5/11/11
India	primary	Nebraska	EB2	8/15/10	8/16/10	8/17/10	non-concurrent	premium	no	.	.	.	approved	8/17/10
India	primary	Texas	EB2	8/12/10	8/17/10	8/17/10	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB2	8/16/10	8/17/10	8/17/10	non-concurrent	premium	no	.	.	.	approved	8/23/10
India	primary	Nebraska	EB2	7/1/10	7/6/10	8/17/10	non-concurrent	regular	.	.	.	.	approved	8/17/10
India	primary	Nebraska	EB3	8/11/10	8/13/10	8/16/10	non-concurrent	premium	no	.	.	.	approved	8/16/10
Canada	primary	Texas	EB2	8/13/10	8/13/10	8/16/10	non-concurrent	premium	yes	8/19/10	"additional signature needed fr... <a title=""additional signature needed from attorney"" href=""/usa-immigration-trackers/discuss/i140/14657"">more</a>"	8/23/10	approved	7/25/10
